idea,descripcion,edad minima,edad maxima,nivel dificuldad,componentes
Cuidador del Zoológico,"Estamos aprendiendo sobre los animales de la selva. Crea un programa donde, al activar el interruptor etiquetado como 'León', se reproduzca un fuerte rugido para enseñar a los visitantes cómo suena el rey de la selva.",6,9,1,"Audio Player, Switch"
Ingeniero de Ciudad Segura,"Diseña un cruce peatonal inclusivo. Cuando el semáforo se ponga en verde (simulado activando el interruptor), debe sonar una señal auditiva clara para ayudar a las personas ciegas a saber que pueden cruzar la calle con seguridad.",11,14,2,"Audio Player, Switch"
Estrella de Rock Solista,"Vas a tocar un solo de guitarra increíble, pero necesitas una batería que te acompañe. Programa tu pedal (interruptor) para que inicie la base de batería rockera justo cuando estés listo para empezar tu concierto.",10,13,2,"Audio Player, Switch"
El Robot Comediante,"Programa a tu robot para que sea el alma de la fiesta. Cada vez que alguien active su interruptor de 'Humor', el robot debe contar un chiste gracioso para hacer reír a tus amigos.",9,12,2,"Audio Player, Switch"
Mago del Clima,"Tienes el poder de controlar el clima en esta obra de teatro. Justo cuando el villano levante su varita, activa tu interruptor para que suene un trueno ensordecedor y asustes a la audiencia.",8,11,1,"Audio Player, Switch"
Explorador Espacial,Estás en Marte y recibes una transmisión de la Tierra. Activa el interruptor de tu comunicador para escuchar el mensaje de la base y saber cuál es tu próxima misión en el planeta rojo.,8,11,1,"Audio Player, Switch"
Control de Misión NASA,"El cohete está en la plataforma. Eres el director de lanzamiento. Cuando todos los sistemas estén listos, activa el interruptor maestro para iniciar la cuenta regresiva de audio: '10, 9, 8...' ¡y despegar hacia la luna!",9,12,2,"Audio Player, Switch"
Detective de la Verdad,"Estás interrogando a un sospechoso. Si crees que está mintiendo, activa discretamente el interruptor para que suene un 'BZZZT' de error. ¡Usa tu instinto para atrapar al culpable!",10,13,1,"Audio Player, Switch"
Restaurador de Antigüedades,"Has encontrado una vieja caja de música digital. Prográmala para que, al activar el mecanismo (interruptor), toque una melodía clásica suave, como si estuviera girando una bailarina en su interior.",8,12,1,"Audio Player, Switch"
Gerente de la Tienda de Juguetes,"¡Hoy es la gran inauguración de tu tienda! Quieres ser muy amable. Configura el sistema para que, cada vez que veas entrar a un cliente y presiones el interruptor, suene una voz alegre diciendo: '¡Bienvenido al paraíso de la diversión!'",9,11,1,"Audio Player, Switch"
El DJ de la Fiesta Escolar,"Conviértete en el DJ de la clase. Programa un botón que controle la música de la fiesta. Si la música está sonando, el botón la detiene para que el director pueda hablar; si está en silencio, el botón hace que empiece la fiesta nuevamente.",8,11,1,"Audio Player, Touch Button"
La Máquina de Bromas y Risas,"Crea un dispositivo para animar tus conversaciones. Cada vez que tu amigo cuente un chiste, presiona el botón para reproducir un sonido de 'batería de comedia' (Ba Dum Tss) o aplausos grabados para felicitarlo.",7,10,1,"Audio Player, Touch Button"
El Libro de Cuentos Mágico,Diseña un audiolibro interactivo. El narrador cuenta una parte de la historia y se detiene en un momento de suspenso. El usuario debe presionar el botón mágico para 'pasar la página' y escuchar qué sucede después.,9,12,2,"Audio Player, Touch Button"
El Comunicador del Espía Secreto,"Eres un agente secreto enviando mensajes codificados. Si tocas el botón rápido suena un 'bip' corto, pero si lo mantienes presionado suena un tono largo. ¡Aprende a enviar SOS!",11,14,3,"Audio Player, Touch Button"
La Rueda de la Fortuna Musical,"No sabes qué escuchar. Programa tu dispositivo para que, al tocar el botón, elija una canción sorpresa de tu lista de favoritas. ¿Saldrá rock, pop o música clásica?",10,13,2,"Audio Player, Touch Button"
El Botón del Quiz Show,"Organiza un concurso de preguntas con tus amigos. Cuando sepas la respuesta, golpea el botón táctil lo más rápido posible para que suene la campana y ganes el turno para hablar.",8,12,1,"Audio Player, Touch Button"
Desactiva la Bomba de Tiempo,"Una cuenta regresiva sonora ha comenzado 'tic-tac, tic-tac'. Tienes que presionar el botón táctil en el momento exacto antes de que suene la explosión para salvar el día.",10,14,2,"Audio Player, Touch Button"
El Curador del Museo de Dinosaurios,"Estás frente al esqueleto de un T-Rex. Programa el botón para que, cuando los visitantes lo toquen, el dispositivo ruga y luego explique datos curiosos sobre la era jurásica.",9,13,1,"Audio Player, Touch Button"
El Transformador de Voz Alienígena,"Graba un mensaje y reprodúcelo. Mientras mantienes el dedo en el botón, la voz se acelera y suena como una ardilla o un alienígena pequeño. Al soltarlo, vuelve a la normalidad.",11,15,3,"Audio Player, Touch Button"
Simón Dice: Edición Sonora,"El sistema dice '¡Toca!'. Debes tocar el botón. Si el sistema dice '¡No toques!' y tocas el botón, suena un error. Un juego de atención auditiva y reflejos rápidos.",8,12,2,"Audio Player, Touch Button"
El Profesor de Inglés de Bolsillo,"Estás aprendiendo vocabulario nuevo. Configura tu dispositivo para que cada vez que presiones el botón, te diga una palabra nueva en inglés y tú tengas que repetirla en voz alta para practicar.",7,11,1,"Audio Player, Touch Button"
El Creador de Bases de Rap,Quieres improvisar unas rimas. Programa el botón para que funcione como un pedal de loop: presiona una vez para que empiece el ritmo de hip-hop y presiona otra vez para cortarlo cuando termines tu show.,12,16,2,"Audio Player, Touch Button"
Safari Ciego: ¿Qué Animal es?,"Juega con tus ojos cerrados. Toca el botón y escucha rugidos, píos o maullidos. Adivina qué animal es antes de tocar el botón de nuevo para escuchar el nombre correcto del animal.",6,9,1,"Audio Player, Touch Button"
El Timbre de la Casa del Futuro,"Crea un timbre para tu habitación. En lugar de un sonido aburrido, programa el botón para que, cuando alguien quiera entrar, reproduzca una fanfarria real o una bienvenida robótica personalizada.",8,11,1,"Audio Player, Touch Button"
El Entrenador de Respiración Zen,"Si estás estresado antes de un examen, usa esta app. Toca el botón y una voz suave te guiará: 'Inhala...' (espera), 'Exhala...'. Toca el botón de nuevo para terminar la sesión de relajación.",10,15,2,"Audio Player, Touch Button"
Super DJ Scratch Master,"Añade estilo a tus canciones favoritas. Mientras suena una canción de fondo, usa el botón táctil para insertar sonidos de 'scratch' de disco de vinilo rítmicamente, ¡como un DJ profesional!",11,14,1,"Audio Player, Touch Button"
El Detector de Mentiras Aleatorio,Hazle una pregunta incómoda a tu amigo y dile que ponga su dedo en el botón. El dispositivo analizará (fingidamente) su respuesta y dirá aleatoriamente '¡VERDAD!' o '¡MENTIRA!'.,9,13,2,"Audio Player, Touch Button"
La Trampa de la Casa Encantada,"Deja el dispositivo en una mesa oscura con un cartel que diga 'No tocar'. Si alguien curioso toca el botón, el dispositivo espera 3 segundos en silencio y luego... ¡suelta un grito espeluznante!",10,14,2,"Audio Player, Touch Button"
El Contador Parlante,"¿Necesitas contar cuántas personas entran al auditorio? No pierdas la cuenta mentalmente. Cada vez que presiones el botón, tu dispositivo dirá el número en voz alta: 'Uno', 'Dos', 'Tres'...",8,12,2,"Audio Player, Touch Button"
El Saltador de Anuncios,"Estás escuchando un podcast interesante pero empiezan los anuncios aburridos. Programa tu botón mágico para que, con un solo toque, salte 30 segundos hacia adelante y vuelvas a la acción.",12,16,2,"Audio Player, Touch Button"
La Rosa de los Vientos Mágica,"Eres un mago que necesita viajar al Bosque Encantado. Tu varita mágica (el dispositivo) brilla de diferentes colores para guiarte: Rojo para el Norte peligroso, Verde para el Este seguro, Azul para el Sur helado y Amarillo para el Oeste desértico. ¡Programa tu varita para no perderte!",8,11,1,"Compass, Lamp"
Piloto de Rescate Nocturno,"¡Mayday! Eres un piloto intentando aterrizar en una isla secreta durante una tormenta. La pista está en el ángulo exacto de 270 grados. Programa tu tablero para que muestre una luz verde fija solo cuando tu avión esté perfectamente alineado con la pista, o roja si estás desviado.",10,13,2,"Compass, Lamp"
Comunicación Intergaláctica,"Estamos recibiendo una señal de una civilización alienígena, pero la señal es débil. Debes mover tu antena parabólica. Programa el sistema para que la luz sea más brillante cuanto más te acerques a la dirección de la señal (120 grados) para establecer contacto total.",11,14,3,"Compass, Lamp"
Capitán de Alta Mar,"Eres el capitán de un gran barco cruzando el Atlántico. Para evitar choques en la niebla, debes encender la luz Roja si el barco mira hacia el Oeste (Babor) y Verde si mira hacia el Este (Estribor). ¡Mantén a tu tripulación a salvo!",9,12,1,"Compass, Lamp"
El Gran Robo al Banco,"Eres un experto ladrón de guante blanco intentando abrir la bóveda más segura del mundo. La combinación no son números, ¡son direcciones! Gira al Norte, espera la luz azul, luego gira al Sur rápidamente para obtener la luz dorada y abrir la puerta.",10,14,3,"Compass, Lamp"
Explorador de Maravillas del Mundo,Tu misión es encontrar las Pirámides de Egipto desde tu aula. Programa tu brújula digital para que se ilumine de color arena mística solo cuando apuntes exactamente en la dirección geográfica donde se encuentran las pirámides.,11,15,2,"Compass, Lamp"
El Guardián del Faro,Es una noche oscura y tormentosa. Los barcos necesitan ver la costa. Programa tu faro para que lance destellos de luz solo cuando mire hacia el océano (entre 90 y 270 grados) y se apague cuando mire hacia el pueblo para no despertar a los vecinos.,8,11,2,"Compass, Lamp"
Cazadores de Huracanes,"Eres un meteorólogo rastreando un huracán. Si el viento viene del Norte (frío), enciende una luz Azul. Si viene del Sur (cálido), enciende una luz Roja. ¡Usa tu sensor para visualizar de dónde viene la tormenta!",9,12,1,"Compass, Lamp"
Telescopio Espacial,"Vamos a buscar la estrella Polar. Como está muy oscuro, necesitamos luz roja para leer nuestros mapas sin deslumbrarnos. Programa el dispositivo para encender una luz roja suave solo cuando apuntes exactamente al Norte (0 grados).",10,13,2,"Compass, Lamp"
El Vuelo de la Mariposa Monarca,"Ayuda a una mariposa Monarca a volar miles de kilómetros hasta México para el invierno. Debe volar siempre al Sur. Si apuntas al Sur, luz verde (¡buen camino!). Si te desvías a cualquier otro lado, luz roja de advertencia.",8,10,1,"Compass, Lamp"
Cazafantasmas: Detector de Espectros,"Los fantasmas alteran los campos magnéticos. Si tu brújula detecta una dirección específica (la 'casa embrujada' al Noroeste), haz que la luz parpadee morada rápidamente para alertar al equipo de que han encontrado un espectro.",9,12,2,"Compass, Lamp"
Ingeniero de Energía Solar,Necesitamos instalar paneles solares para alimentar una ciudad ecológica. Los paneles funcionan mejor mirando al Sur. Crea una herramienta que se ilumine de amarillo brillante cuando encuentres la orientación perfecta para instalar el panel.,11,14,2,"Compass, Lamp"
Pintor de 360 Grados,"Convierte tu cuerpo en un pincel. Girando sobre ti mismo, cambia el color de la lámpara recorriendo todo el arcoíris. Norte es rojo, Este es verde, Sur es azul. ¡Gira para encontrar tu color favorito!",12,15,3,"Compass, Lamp"
Chaleco Inteligente del Futuro,"Diseña un chaleco para ciclistas que detecte giros automáticamente. Si el ciclista gira al Oeste, la luz debe parpadear en naranja. Si sigue recto al Norte, la luz se mantiene blanca fija para iluminar el camino.",10,13,2,"Compass, Lamp"
Decorador de Interiores Zen,"Vamos a armonizar una casa. Según el Feng Shui, el Sur es Fuego (Rojo) y el Norte es Agua (Azul). Programa tu sensor para que cambie la iluminación ambiental automáticamente según hacia qué pared de la habitación estés mirando.",11,14,2,"Compass, Lamp"
Escape del Laberinto a Ciegas,"Estás atrapado en un laberinto totalmente oscuro. Solo tu dispositivo sabe la salida. La luz se encenderá si estás mirando hacia la salida correcta. ¡Gira hasta encontrar la luz y camina, luego repite hasta escapar!",9,12,3,"Compass, Lamp"
El Paso del Tiempo,"Simula el ciclo del día. Si apuntas al Este, la luz debe ser naranja suave (amanecer). Al Sur, blanco brillante (mediodía). Al Oeste, rojo intenso (atardecer). ¡Crea un sol artificial en tu mano!",10,13,2,"Compass, Lamp"
Mineros de Minecraft en la Vida Real,"¡Vamos a picar piedra! Tu pico (el dispositivo) detecta minerales. Si miras al Norte hay Diamantes (Luz Cian), si miras al Este hay Oro (Luz Amarilla). Programa tu pico para encontrar los recursos que necesitas.",7,10,1,"Compass, Lamp"
