idea,descripcion,edad minima,edad maxima,nivel dificuldad,componentes
Corredor de Fórmula Ciega,Cierra los ojos. Escucha al copiloto: '¡Curva a la derecha!'. Gira tu cuerpo a la derecha rápidamente. Agita el dispositivo para acelerar en las rectas. ¡Siente la velocidad con el sonido del motor!,12,15,3,"Audio Player, Compass, Motion"
El Baterista Giratorio,Conviértete en una estrella de rock. El Audio Player toca una melodía de guitarra. Tu misión es girar tu cuerpo (Brújula) hacia los puntos cardinales correctos para golpear los tambores virtuales en el momento justo y acompañar la canción.,8,12,2,"Audio Player, Compass, Musical Drum"
Buscadores de Oro Ciego,"Encuentra el oro enterrado. Escucha al narrador (Audio) darte pistas. Gira lentamente. Cuando tu brújula se alinee con el tesoro, el Tambor empezará a latir. ¡Cuanto más preciso sea tu rumbo, más rápido sonará el tambor hasta encontrar el cofre!",9,13,2,"Audio Player, Compass, Musical Drum"
Capitán del Drakkar,"Guía a tu tripulación vikinga a través de la tormenta. Mantén el rumbo hacia el Oeste (Compass) para no naufragar. El Audio reproduce olas chocando. El Tambor marcará el ritmo de remo: si te desvías del rumbo, el ritmo se vuelve caótico y el barco se detiene.",10,14,2,"Audio Player, Compass, Musical Drum"
El Comandante de la Brújula,"Sigue las órdenes del Comandante. Si el Audio grita '¡SUR!', gira rápido. Si lo haces bien y rápido, el Tambor tocará una fanfarria militar. Si te equivocas de dirección, sonarás como un pato.",7,10,1,"Audio Player, Compass, Musical Drum"
El Ladrón de Bancos,Abre la bóveda secreta. Gira el dispositivo con precisión milimétrica. Escucha atentamente: el Tambor hará un sonido de 'clic' metálico solo cuando estés en el ángulo exacto. Encuentra los tres números secretos para que el Audio anuncie '¡Acceso Concedido!',11,15,3,"Audio Player, Compass, Musical Drum"
Fotógrafo de Naturaleza,"Escucha... ¿es eso un oso polar? (Audio). Gira rápidamente hacia el Norte (Compass). Si apuntas al lugar correcto del mundo, el Tambor disparará el obturador de la cámara '¡Chak-Chak!' y ganarás puntos.",8,11,1,"Audio Player, Compass, Musical Drum"
DJ Vuelta al Mundo,Mezcla música en vivo. Gira al Sur para activar ritmos de Samba en el Tambor. Gira al Este para ritmos orientales. El Audio Player ajustará la melodía automáticamente para que coincida con tu ritmo. ¡Haz bailar a la clase!,12,16,2,"Audio Player, Compass, Musical Drum"
El Caballero Guardián,"Defiende la torre. El vigía grita '¡Orcos por el Oeste!' (Audio). Gira tu escudo (el dispositivo) hacia el Oeste inmediatamente. Si llegas a tiempo, el Tambor resonará con un golpe metálico '¡CLANG!' bloqueando el ataque.",9,12,2,"Audio Player, Compass, Musical Drum"
El Chamán del Clima,Invoca la tormenta. Gira al Norte y el Tambor hará sonar un trueno lejano. Gira al Sur y el Audio traerá el viento. Completa el círculo para desatar la lluvia torrencial.,7,10,1,"Audio Player, Compass, Musical Drum"
Piloto de Emergencia,¡No se ve nada! Escucha a la torre: 'Corrija rumbo 180 grados' (Audio). Gira hasta alinear la brújula. El Tambor sonará lento al principio y muy rápido cuando estés a punto de tocar tierra. ¡Aterriza suavemente!,10,14,3,"Audio Player, Compass, Musical Drum"
Investigador Paranormal,"Rastrea la señal. El Audio emite estática de radio. Gira por la habitación. Cuando la brújula apunte al ente, la estática se detendrá y escucharás un latido de corazón fantasmal en el Tambor. ¡No te asustes!",9,13,2,"Audio Player, Compass, Musical Drum"
Campeón de Peso Pesado,"Sube al ring. El entrenador grita '¡Esquiva derecha!' (Audio). Gira tu cuerpo rápidamente hacia la derecha. Si eres rápido, el Tambor sonará '¡Bam!' confirmando que has contraatacado con éxito.",10,14,2,"Audio Player, Compass, Musical Drum"
El Relojero Loco,Pon en hora el reloj gigante. Gira hacia las 3 en punto (Este). El Tambor debe dar exactamente 3 campanadas. Gira a las 6 (Sur) y dará 6. Aprende los ángulos mientras el Audio hace tictac.,6,9,1,"Audio Player, Compass, Musical Drum"
Torre de Control,"Avión aproximándose por el sector Norte. Gira la brújula para darle permiso de aterrizaje. Si tardas, el Audio suena alarma de colisión. Si aciertas, el Tambor hace el sonido de las ruedas tocando pista.",11,15,3,"Audio Player, Compass, Musical Drum"
Robot Dance Revolution,"Baila como un robot. El Tambor marca un ritmo constante. El Audio dice '¡Giro Derecha!'. Debes girar exactamente 90 grados al ritmo del beat. Si pierdes el ritmo o el ángulo, la música se apaga.",8,12,2,"Audio Player, Compass, Musical Drum"
Cuentacuentos Mágico,"Escucha la historia. 'Llegas a un cruce. Al Norte oyes lobos (Audio: aullido), al Sur oyes el mar'. Gira para elegir tu destino. El Tambor simulará tus pasos caminando hacia la nueva aventura.",7,11,1,"Audio Player, Compass, Musical Drum"
Director de la Galaxia,"La orquesta espacial ensaya. Gira alrededor. Si escuchas un instrumento desafinado en el Audio, detente ahí y golpea el botón (activando el Tambor) para 'golpear' el atril y corregir al músico.",10,13,2,"Audio Player, Compass, Musical Drum"
Arquitecto de Sonido Invisible,"Crea una habitación musical. Gira al Norte y programa un ritmo de hip-hop en el Tambor. Gira al Sur y deja sonando un violín en el Audio. Ahora, al girar por la habitación, la música cambiará según hacia dónde mires.",12,16,3,"Audio Player, Compass, Musical Drum"
La Máquina de la Verdad,"Interroga a tu amigo. Haz una pregunta. Él girará el dispositivo oculto. Si apunta al Norte, el Audio dirá '¡VERDAD!'. Si apunta al Sur, el Tambor hará un sonido dramático de '¡DUN-DUN-DUN!' revelando la mentira.",9,12,1,"Audio Player, Compass, Musical Drum"
Tenis Sonoro,"La pelota viene de la izquierda (Audio en estéreo). Gira tu 'raqueta' (Brújula) hacia la izquierda rápidamente. Si interceptas la pelota en el ángulo correcto, el Tambor sonará un golpe seco '¡POC!' devolviéndola al rival.",10,14,3,"Audio Player, Compass, Musical Drum"
El Bardo de los Cuatro Reinos,"Los estudiantes programan una aventura donde cada punto cardinal (Norte, Sur, Este, Oeste) representa un 'Reino' diferente con su propia música de fondo (Audio Player). El usuario debe girar hacia el reino correcto y usar el teclado para tocar la 'canción de la paz' y desbloquear el siguiente nivel.",10,12,2,"Audio Player, Compass, Musical Keyboard"
El Ladrón de Guante Blanco,"Conviértete en un espía tratando de abrir una bóveda antigua. Gira la brújula lentamente; cuando escuches el sonido de un mecanismo (Audio), detente y presiona la 'llave maestra' (una nota del teclado). Si aciertas tres veces, la bóveda se abre.",11,14,3,"Audio Player, Compass, Musical Keyboard"
Cazadores de Ectoplasma,Hay fantasmas escondidos en el aula. Usa tu dispositivo como radar: el ruido blanco (Audio) se vuelve más intenso o cambia a voces cuando apuntas en la dirección correcta (Compass). ¡Rápido! Toca la secuencia mágica en el teclado para atraparlo antes de que escape.,9,11,2,"Audio Player, Compass, Musical Keyboard"
El Maestro de la Sinfonía Giratoria,"Eres el director en el centro del escenario. Gira hacia el Norte para activar los violines, o al Este para las trompetas (Audio Player). Usa el teclado para improvisar un solo de piano que acompañe a la sección que estás mirando.",8,10,1,"Audio Player, Compass, Musical Keyboard"
Capitán en la Niebla,"¡Tu barco está perdido en la niebla! Escucha al primer oficial (Audio) gritar direcciones ('¡Rumbo al Norte!'). Gira tu cuerpo (Compass) para ajustar el rumbo. Si escuchas otro barco cerca, toca la nota grave en el teclado para hacer sonar tu bocina de niebla y evitar el choque.",10,13,2,"Audio Player, Compass, Musical Keyboard"
El Viajero del Tiempo Radial,"Tu dispositivo intercepta señales de radio del pasado. Gira (Compass) para buscar frecuencias claras entre la estática. Al encontrar una transmisión histórica (Audio), usa el teclado para decodificar el mensaje en código morse musical.",12,15,3,"Audio Player, Compass, Musical Keyboard"
Sintetizador Espacial Alienígena,Crea música de otro planeta. Mantén presionada una tecla (Teclado) para generar un rayo láser de sonido. Gira tu cuerpo (Brújula) para deformar la onda de sonido (Audio) y crear efectos 'wah-wah' extraños. Graba tu mejor composición.,11,14,2,"Audio Player, Compass, Musical Keyboard"
El Jardín Zen Digital,"Busca la armonía. El guía (Audio) te pedirá que encuentres el Este para saludar al sol. Gira suavemente. Cuando estés alineado, sonará un viento suave. Toca las teclas lentamente para añadir campanadas de viento a tu jardín sonoro.",7,10,1,"Audio Player, Compass, Musical Keyboard"
Defensor del Castillo de Cristal,"¡Estás rodeado! Escucha por dónde vienen los orcos (Audio: pasos a la izquierda/derecha). Gira tu escudo (Compass) hacia el sonido para bloquear. Luego, presiona una combinación de teclas para lanzar una bola de fuego y contraatacar.",10,13,3,"Audio Player, Compass, Musical Keyboard"
Rescate en el Zoológico Global,"Los animales se han escapado. Escucharás un sonido (ej. un león). Debes girar hacia su continente de origen (África/Sur) usando la brújula. Si aciertas, usa el teclado para 'hablar' su idioma y calmarlo para que regrese.",8,11,2,"Audio Player, Compass, Musical Keyboard"
DJ Torbellino en Vivo,"¡La fiesta depende de ti! La música base suena (Audio). Gira tu cuerpo rápidamente para hacer efectos de 'scratch' o acelerar el ritmo (Compass). Usa el teclado para soltar efectos de sonido (Airhorn, Láser) en el momento justo del drop.",12,15,2,"Audio Player, Compass, Musical Keyboard"
La Cueva de las Dos Voces,"Escucha la narración. Llegas a una bifurcación: 'Para ir al bosque elfo, mira al Norte. Para bajar a la mina enana, mira al Sur'. Gira para elegir. Si encuentras un cofre en la historia, toca una melodía en el teclado para abrirlo.",9,12,2,"Audio Player, Compass, Musical Keyboard"
La Gaita Electrónica,"Construye un instrumento extraño. Debes girar constantemente en círculos (como cargando aire) para mantener el volumen del sonido (Audio). Mientras giras, toca la melodía en el teclado. Si dejas de girar, la música se 'desinfla' y se apaga.",11,14,3,"Audio Player, Compass, Musical Keyboard"
Operación: Atlantis,"Pilota un submarino a oscuras. El sonar hace 'ping' (Audio). Gira hasta que el 'ping' sea muy rápido (indicando que miras al tesoro). Luego, introduce el código de recuperación en el teclado para enviar el gancho y sacar el oro.",10,13,2,"Audio Player, Compass, Musical Keyboard"
El Comandante Rítmico,"Sigue las órdenes del Comandante. Él dirá cosas como '¡Norte!' o '¡Nota Azul!'. Debes girar la brújula o tocar el teclado instantáneamente. El juego se vuelve más rápido cada ronda. Si fallas, suena una explosión cómica.",8,11,1,"Audio Player, Compass, Musical Keyboard"
Arquitecto de Realidad Invisible,Diseña tu propia habitación sonora. Mira al Norte y toca una tecla para 'dejar' un sonido de lluvia allí. Mira al Sur y toca otra tecla para poner un fuego crepitante. Luego gira para escuchar tu creación envolvente.,13,16,3,"Audio Player, Compass, Musical Keyboard"
La Máquina de la Verdad,"Interroga a tus amigos. Haz una pregunta. Tu amigo gira secretamente el dispositivo: el Norte es 'Verdad', el Sur es 'Mentira'. Tú presionas una tecla para revelar el resultado, y el Audio Player gritará '¡VERDAD!' o sonará una alarma de mentiroso.",9,12,1,"Audio Player, Compass, Musical Keyboard"
Trampa para Intrusos,"Protege tu diario o mochila. Activa la guardia apuntando al Norte. Si alguien mueve o gira tu dispositivo (cambiando el rumbo), sonará una sirena policial (Audio). Solo tú puedes apagarla tocando tu código secreto en el teclado.",10,14,2,"Audio Player, Compass, Musical Keyboard"
Baterista Giratorio 360,"No necesitas una batería gigante, ¡tú eres la batería! Gira a la izquierda para seleccionar el Platillo, al centro para la Caja, a la derecha para el Bombo. Presiona cualquier tecla para golpear el tambor que estás mirando. Crea un ritmo moviéndote.",8,11,1,"Audio Player, Compass, Musical Keyboard"
Torre de Control: Emergencia Musical,Los aviones musicales quieren aterrizar. El audio te dirá 'Vuelo Jazz llegando por el Este'. Debes apuntar al Este (Compass) rápidamente para captar la señal y tocar una escala descendente en el teclado para guiar su aterrizaje suave.,11,14,3,"Audio Player, Compass, Musical Keyboard"
Misión: El Ninja Invisible,"¡Eres un ninja en una misión secreta! Debes encontrar el camino hacia el Norte Sagrado. Gira tu dispositivo hasta escuchar el sonido guía. ¡Pero cuidado! Si haces algún ruido fuerte (aplaudí, pasos), los guardias te oirán y la misión fallará (sonido de alarma).",8,11,1,"Audio Player, Compass, Noise Level"
La Bóveda del Tesoro Pirata,"El Capitán Barbanegra escondió su tesoro usando magia. Para abrir el cofre, debes apuntar tu brújula exactamente al Este y gritar '¡Ábrete Sésamo!'. Si la dirección y el volumen de voz son correctos, escucharás el sonido de monedas de oro cayendo.",10,13,2,"Audio Player, Compass, Noise Level"
Cazafantasmas: Escáner Espectral,"Convierte tu habitación en una mansión embrujada. Gira lentamente para escanear el área con tu radar espectral (sonido de estática). Si alguien grita o hace un ruido fuerte cerca de ti mientras apuntas al Oeste, ¡activarás la trampa de protones para atrapar al fantasma!",9,12,2,"Audio Player, Compass, Noise Level"
El Maestro de la Sinfonía,Dirige tu propia orquesta digital. Gira hacia el Norte para activar las cuerdas o al Sur para la percusión. Controla la intensidad de la música con tu voz: canta suave para un pianissimo o grita para un fortissimo.,10,14,3,"Audio Player, Compass, Noise Level"
Soy un Murciélago,"Navega en la oscuridad total usando tus oídos. Aplaude fuerte para enviar una onda de sonido. Si estás mirando hacia el 'muro' (Norte), escucharás un rebote rápido. Si miras al 'espacio abierto' (Sur), el sonido será lejano. ¡Encuentra la salida!",11,15,3,"Audio Player, Compass, Noise Level"
